ope_id,school,state,zip_code,school_type,dl_sub_num,dl_sub_dollars,unsub_ug_num,unsub_ug_dollars,unsub_grad_num,unsub_grad_dollars,parent_plus_num,parent_plus_dollars,grad_plus_num,grad_plus_dollars
314100,WILBERFORCE UNIVERSITY,OH,453841001,Private-Nonprofit,231,925974,215,707749,11,171197,14,99309,0,0
314200,WILMINGTON COLLEGE,OH,451772499,Private-Nonprofit,710,2856778,744,2414123,0,0,212,2499073,0,0
314300,WITTENBERG UNIVERSITY,OH,455012199,Private-Nonprofit,926,3999704,1065,3892704,0,0,336,5081263,0,0
314400,XAVIER UNIVERSITY,OH,452071035,Private-Nonprofit,1546,6421242,2078,7596851,321,5238758,479,8369954,30,299542
314500,YOUNGSTOWN STATE UNIVERSITY,OH,445550001,Public,5093,18776385,5058,20726733,596,8431931,893,8542404,32,380502
314600,WESTERN OKLAHOMA STATE COLLEGE,OK,735211397,Public,165,521988,121,483333,0,0,0,0,0,0
314700,BACONE COLLEGE,OK,744031597,Private-Nonprofit,415,1688253,0,0,0,0,0,0,0,0
314900,SOUTHERN NAZARENE UNIVERSITY,OK,730082694,Private-Nonprofit,435,1651928,538,2288231,83,1234737,63,626416,0,0
315000,CAMERON UNIVERSITY,OK,735056377,Public,1289,5053884,1184,5812970,154,2153610,12,98627,0,0
315100,OKLAHOMA WESLEYAN UNIVERSITY,OK,740066299,Private-Nonprofit,623,2308842,705,2994064,138,1946541,184,2856178,0,0
315200,UNIVERSITY OF CENTRAL OKLAHOMA,OK,730345209,Public,3537,13638520,3342,14604872,644,9212971,201,2293570,8,65522
315300,CONNORS STATE COLLEGE,OK,744692204,Public,440,1531429,313,1175409,0,0,5,18500,0,0
315400,EAST CENTRAL UNIVERSITY,OK,748206999,Public,702,2622328,736,3399509,232,2757952,19,109876,0,0
315500,EASTERN OKLAHOMA STATE COLLEGE,OK,745784999,Public,232,832469,2,16500,0,0,0,0,0,0
315600,REDLANDS COMMUNITY COLLEGE,OK,730365304,Public,155,498985,114,360240,0,0,1,2000,0,0
315700,LANGSTON UNIVERSITY,OK,730500000,Public,707,2560845,685,2545804,143,2056444,64,683405,1,22438
315800,MURRAY STATE COLLEGE,OK,734603137,Public,304,1073654,270,1247637,0,0,9,57181,0,0
316000,NORTHEASTERN OKLAHOMA A & M COLLEGE,OK,743546497,Public,515,1619697,472,1870992,0,0,5,15815,0,0
316100,NORTHEASTERN STATE UNIVERSITY,OK,744642399,Public,2230,9212049,2139,11390252,549,8340495,137,1096321,7,71099
316200,NORTHERN OKLAHOMA COLLEGE,OK,746530310,Public,557,1670328,547,1870528,0,0,30,291697,0,0
316300,NORTHWESTERN OKLAHOMA STATE UNIVERSITY -,OK,737172799,Public,290,1095330,303,1256237,32,236519,11,48065,0,0
316400,OKLAHOMA BAPTIST UNIVERSITY,OK,748012590,Private-Nonprofit,601,2467872,630,2235690,30,472872,129,1624213,0,0
316500,OKLAHOMA CHRISTIAN UNIVERSITY,OK,730130000,Private-Nonprofit,801,3160503,851,2984712,68,911052,234,2754380,0,0
316600,OKLAHOMA CITY UNIVERSITY,OK,731061493,Private-Nonprofit,535,2207243,588,2352215,317,5881715,264,5608418,186,4218651
316700,UNIVERSITY OF SCIENCE & ARTS OF OKLAHOMA,OK,730185322,Public,241,762919,219,763020,0,0,11,74316,0,0
316800,ROGERS STATE UNIVERSITY - CLAREMORE,OK,740173252,Public,1360,4727458,1184,4612198,6,60003,62,367884,0,0
317000,OKLAHOMA STATE UNIVERSITY,OK,740781026,Public,5098,20487756,5673,23829276,1141,19627812,1933,30009292,76,1042023
317200,OKLAHOMA STATE UNIVERSITY INSTITUTE OF TECHNOLOGY - OKMULGEE,OK,744473901,Public,423,1297255,413,1552955,0,0,30,300491,0,0
317400,OKLAHOMA PANHANDLE STATE UNIVERSITY,OK,739390000,Public,290,1126777,270,1062786,0,0,7,45221,0,0
317600,CARL ALBERT STATE COLLEGE,OK,749535208,Public,152,508197,109,328695,0,0,0,0,0,0
317800,SEMINOLE STATE COLLEGE,OK,748180351,Public,247,794152,220,794800,0,0,1,2500,0,0
317900,SOUTHEASTERN OKLAHOMA STATE UNIVERSITY,OK,747010609,Public,722,2985607,628,3187613,123,1565739,36,284062,0,0
318000,SOUTHWESTERN CHRISTIAN UNIVERSITY,OK,730082335,Private-Nonprofit,384,1554974,378,1915528,7,79260,44,508491,0,0
318100,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,OK,730963098,Public,1029,3830013,1047,4688227,311,5650991,112,916451,8,36931
318300,SAINT GREGORY'S UNIVERSITY,OK,748042499,Private-Nonprofit,176,736471,187,860531,14,250760,21,220223,0,0
318400,UNIVERSITY OF OKLAHOMA - NORMAN CAMPUS,OK,730193073,Public,4748,19569419,5314,22360286,2532,49338470,845,15955429,378,5579718
318500,UNIVERSITY OF TULSA (THE),OK,741049700,Private-Nonprofit,564,2344186,612,2363567,342,5659663,171,3397286,99,1415958
318600,BLUE MOUNTAIN COMMUNITY COLLEGE,OR,978010000,Public,74,254751,68,265874,0,0,0,0,0,0
318900,CLATSOP COMMUNITY COLLEGE,OR,971033698,Public,62,195051,55,192511,0,0,0,0,0,0
319100,CONCORDIA UNIVERSITY,OR,972116099,Private-Nonprofit,511,2123856,545,2294913,2384,33278888,159,2334762,171,2283230
319300,EASTERN OREGON UNIVERSITY,OR,978502899,Public,727,2875945,705,3415712,18,332898,68,721313,0,0
319400,GEORGE FOX UNIVERSITY,OR,971322697,Private-Nonprofit,1383,5817460,1425,5218458,693,12215010,327,5258086,162,1610695
319700,LEWIS & CLARK COLLEGE,OR,972197899,Private-Nonprofit,726,3038953,684,2036525,470,8385093,153,3190702,355,6255544
319800,LINFIELD COLLEGE,OR,971286894,Private-Nonprofit,1186,4871437,1264,4898841,0,0,289,4743501,0,0
320300,MOUNT ANGEL SEMINARY,OR,973739700,Private-Nonprofit,1,4350,0,0,0,0,1,10500,0,0
320400,MOUNT HOOD COMMUNITY COLLEGE,OR,970303300,Public,720,1924632,689,2372539,0,0,5,38386,0,0
320600,MULTNOMAH UNIVERSITY,OR,972205898,Private-Nonprofit,201,840043,170,603703,129,1591768,37,332592,0,0
320700,PACIFIC NORTHWEST COLLEGE OF ART,OR,972093404,Private-Nonprofit,161,680041,165,679504,52,1037000,64,1150604,46,1237637
320800,NORTHWEST CHRISTIAN UNIVERSITY,OR,974013727,Private-Nonprofit,215,894156,231,907832,131,2154827,26,378409,14,162465
320900,WESTERN OREGON UNIVERSITY,OR,973611394,Public,1567,6249670,1540,5976106,140,2069458,339,4191149,28,208594
321000,OREGON STATE UNIVERSITY,OR,973318507,Public,5416,22066697,5369,20156905,603,13895285,983,17679254,103,1338887
321100,OREGON INSTITUTE OF TECHNOLOGY,OR,976018801,Public,313,1300867,316,1504085,0,0,41,568335,0,0
321200,PACIFIC UNIVERSITY,OR,971161797,Private-Nonprofit,841,3731697,878,3173680,1006,28565069,226,4409253,764,16980710
321300,PORTLAND COMMUNITY COLLEGE,OR,972197132,Public,3543,10186994,3189,12373144,0,0,24,170784,0,0
321600,PORTLAND STATE UNIVERSITY,OR,972010000,Public,6403,26238594,6025,30291942,1444,24889995,262,4074955,240,2894213
321700,REED COLLEGE,OR,972028199,Private-Nonprofit,383,1355727,110,389804,5,79502,51,1219610,1,7244
321800,CHEMEKETA COMMUNITY COLLEGE,OR,973091500,Public,944,2935533,824,2962238,0,0,2,6474,0,0
322300,UNIVERSITY OF OREGON,OR,974031226,Public,4412,16984785,4534,15306022,1006,15623037,1665,35708365,488,7145988
322400,UNIVERSITY OF PORTLAND,OR,972035798,Private-Nonprofit,1183,5077496,1278,4432474,74,1095214,669,12395913,60,455375
322500,WARNER PACIFIC COLLEGE,OR,972154099,Private-Nonprofit,416,1705762,438,1875556,32,599310,74,861419,1,1382
322700,WILLAMETTE UNIVERSITY,OR,973013930,Private-Nonprofit,738,3146041,763,2434170,330,5927510,170,3147737,271,6233308
322800,BRYN ATHYN COLLEGE OF THE NEW CHURCH,PA,190090717,Private-Nonprofit,100,401936,104,327591,0,0,24,230838,0,0
322900,ALBRIGHT COLLEGE,PA,196125234,Private-Nonprofit,1437,6132239,1535,5465088,4,71750,327,4800466,0,0
323000,ALLEGHENY COLLEGE,PA,163353902,Private-Nonprofit,1045,4565004,1167,3774433,0,0,247,4031509,0,0
323100,COMMUNITY COLLEGE OF ALLEGHENY COUNTY,PA,152331804,Public,82,133141,48,50129,0,0,0,0,0,0
323300,ALVERNIA UNIVERSITY,PA,196071799,Private-Nonprofit,1218,4967954,1366,5229371,193,2931339,238,4226517,16,240676
323500,ARCADIA UNIVERSITY,PA,190383295,Private-Nonprofit,1417,6051065,1530,4902078,270,4416268,310,4716510,69,829605
323700,BRYN MAWR COLLEGE,PA,190102899,Private-Nonprofit,343,1406724,312,1086173,67,1191607,52,1204221,18,256587
323800,BUCKNELL UNIVERSITY,PA,178372122,Private-Nonprofit,983,4406682,1054,3425881,4,14641,194,5571116,0,0
323900,BUCKS COUNTY COMMUNITY COLLEGE,PA,189401320,Public,422,1158806,482,1758793,0,0,6,29726,0,0
324000,BUTLER COUNTY COMMUNITY COLLEGE,PA,160031203,Public,383,912101,469,1533077,0,0,16,75317,0,0
324100,CABRINI UNIVERSITY,PA,190873698,Private-Nonprofit,638,2619758,736,2503150,162,1409264,190,2704037,1,5029
324200,CARNEGIE-MELLON UNIVERSITY,PA,152133890,Private-Nonprofit,1538,6585288,1512,4432220,669,12506584,271,6258019,448,10811941
324300,CEDAR CREST COLLEGE,PA,181046196,Private-Nonprofit,702,2980949,760,2880695,62,900786,145,1747741,5,20382
324400,CHATHAM UNIVERSITY,PA,152322826,Private-Nonprofit,369,1439573,404,1429073,512,8642069,73,1155115,163,2578161
324500,CHESTNUT HILL COLLEGE,PA,191182693,Private-Nonprofit,574,2453103,642,2432477,280,5768222,150,2161268,30,352239
324700,MISERICORDIA  UNIVERSITY,PA,186121008,Private-Nonprofit,1173,4827906,1389,5003267,240,3730160,328,5145720,52,598942
325100,CURTIS INSTITUTE OF MUSIC,PA,191036187,Private-Nonprofit,20,97286,27,116714,5,49000,3,23000,0,0
325200,DELAWARE VALLEY UNIVERSITY,PA,189012697,Private-Nonprofit,1160,4772851,1263,4098590,59,843838,334,6508944,3,31173
325300,DICKINSON COLLEGE,PA,170132896,Private-Nonprofit,722,2979044,401,1519299,0,0,152,3350055,0,0
325600,DREXEL UNIVERSITY,PA,191042875,Private-Nonprofit,5712,24845600,5843,20112724,2943,62893124,945,28313355,1076,27546368
325800,DUQUESNE UNIVERSITY OF THE HOLY SPIRIT,PA,152820001,Private-Nonprofit,3099,13542502,3633,12266332,1483,26714307,934,20419072,501,9582087
325900,EASTERN UNIVERSITY,PA,190873696,Private-Nonprofit,1056,4304262,1132,4705440,344,5354198,169,2178935,12,124820
326200,ELIZABETHTOWN COLLEGE,PA,170222298,Private-Nonprofit,1134,4502826,1341,4162882,60,608660,340,6157039,6,66248
326300,EVANGELICAL THEOLOGICAL SEMINARY,PA,170671299,Private-Nonprofit,0,0,0,0,44,658352,0,0,0,0
326500,FRANKLIN & MARSHALL COLLEGE,PA,176032802,Private-Nonprofit,864,3690759,469,1479237,0,0,133,3470290,0,0
326600,GANNON UNIVERSITY,PA,165410001,Private-Nonprofit,1366,5676511,1570,5364370,256,4451399,277,3874405,108,1621737
326700,GENEVA COLLEGE,PA,150103599,Private-Nonprofit,770,3146799,804,2732915,66,796118,158,1813385,2,20308
326800,GETTYSBURG COLLEGE,PA,173251486,Private-Nonprofit,1071,4639922,1078,3362973,0,0,265,5989886,0,0
327000,GWYNEDD MERCY UNIVERSITY,PA,194370901,Private-Nonprofit,775,3085640,923,3671976,66,931842,101,1449735,0,0
327200,HARCUM COLLEGE,PA,190103476,Private-Nonprofit,892,3068214,882,3533321,0,0,51,797216,0,0
327300,HARRISBURG AREA COMMUNITY COLLEGE,PA,171102999,Public,7187,21563996,7155,29333238,0,0,36,131851,0,0
327400,HAVERFORD COLLEGE,PA,190411392,Private-Nonprofit,131,437445,119,488936,0,0,53,1531115,0,0
327500,HOLY FAMILY UNIVERSITY,PA,191142094,Private-Nonprofit,953,3845316,1076,4140714,276,3419061,151,1927005,3,22325
327600,IMMACULATA UNIVERSITY,PA,193450647,Private-Nonprofit,633,2744745,744,3031515,296,5096010,148,2574794,62,1359566
327700,INDIANA UNIVERSITY OF PENNSYLVANIA - MAIN CAMPUS,PA,157051097,Public,6248,24980734,7145,24361423,847,13352206,1537,17819999,66,433679
327900,JUNIATA COLLEGE,PA,166522196,Private-Nonprofit,759,3397589,840,2677222,6,107625,160,2651556,4,53550
328000,KEYSTONE COLLEGE,PA,184400200,Private-Nonprofit,685,2799980,755,2736412,0,0,119,1460321,0,0
328200,KINGS COLLEGE,PA,187110801,Private-Nonprofit,1034,4317967,1237,4071397,46,593149,261,4135503,15,248329
328300,LACKAWANNA COLLEGE,PA,185099961,Private-Nonprofit,12,35544,18,64811,0,0,1,5500,0,0
328400,LAFAYETTE COLLEGE,PA,180421768,Private-Nonprofit,602,2502847,617,2158640,0,0,129,3189449,0,0
328500,LANCASTER BIBLE COLLEGE,PA,176015036,Private-Nonprofit,505,2008224,507,1810916,119,1566520,51,659007,0,0
328600,LANCASTER THEOLOGICAL SEMINARY OF THE UNITED CHURCH OF CHRIST,PA,176032897,Private-Nonprofit,0,0,0,0,50,921725,0,0,0,0
328700,LA SALLE UNIVERSITY,PA,191411199,Private-Nonprofit,1860,8029882,1979,6723493,706,9158391,410,7255831,75,1040080
328800,LEBANON VALLEY COLLEGE,PA,170031400,Private-Nonprofit,897,3679711,978,2821043,57,1019091,302,5206420,19,358777
328900,LEHIGH UNIVERSITY,PA,180151588,Private-Nonprofit,1528,6686343,1476,4403636,97,879830,243,5735970,11,230064
329000,LINCOLN UNIVERSITY,PA,193520999,Public,1214,5024715,1273,5361757,175,1492405,453,6149122,1,7500
329100,UNITED LUTHERAN SEMINARY,PA,173251795,Private-Nonprofit,0,0,0,0,118,1875174,0,0,1,6185
329300,LYCOMING COLLEGE,PA,177015192,Private-Nonprofit,802,3481808,919,3123462,0,0,245,3302823,0,0
329400,MANOR COLLEGE,PA,190463399,Private-Nonprofit,179,614620,168,605642,0,0,96,747314,0,0
329600,MARYWOOD UNIVERSITY,PA,185091598,Private-Nonprofit,1058,4486744,1209,4210173,572,8699822,206,3011865,80,946970
329700,MERCYHURST UNIVERSITY,PA,165460001,Private-Nonprofit,1874,7254438,2158,8046310,120,1831928,332,4611395,9,54244
329800,MESSIAH COLLEGE,PA,170550000,Private-Nonprofit,1284,5581357,1333,4262177,205,2373509,231,4020165,2,9777
330000,MOORE COLLEGE OF ART & DESIGN,PA,191031190,Private-Nonprofit,280,1153556,298,972697,20,358802,117,2711116,6,161533
330100,MORAVIAN COLLEGE,PA,180186650,Private-Nonprofit,1015,4446777,1126,3590755,46,831800,287,5040050,1,5351
330200,MOUNT ALOYSIUS COLLEGE,PA,166301999,Private-Nonprofit,1018,3891531,1052,3721392,49,672005,342,3876400,0,0
330300,CARLOW UNIVERSITY,PA,152133165,Private-Nonprofit,923,3864259,978,4153441,590,9051815,148,1577638,27,344311
330400,MUHLENBERG COLLEGE,PA,181045586,Private-Nonprofit,676,2912672,838,3100441,0,0,158,3340430,0,0
330600,UNIVERSITY OF VALLEY FORGE,PA,194602399,Private-Nonprofit,359,1436896,467,1703968,20,225597,119,1515372,0,0
330900,PEIRCE COLLEGE,PA,191024699,Private-Nonprofit,608,1953497,632,2861581,42,504708,13,124306,0,0
331100,SALUS UNIVERSITY,PA,190271598,Private-Nonprofit,0,0,0,0,259,7679468,0,0,157,2582908
331300,WIDENER UNIVERSITY,PA,190135792,Private-Nonprofit,1411,5932292,1688,5926907,1125,20849839,356,6435242,439,9094951
331500,BLOOMSBURG UNIVERSITY OF PENNSYLVANIA,PA,178151301,Public,4166,16696566,4878,17110718,165,2347246,1052,10639637,18,52424
331600,CALIFORNIA UNIVERSITY OF PENNSYLVANIA,PA,154191394,Public,2647,10684663,3037,11720086,395,6170082,530,5903263,31,257781
331700,CHEYNEY UNIVERSITY OF PENNSYLVANIA,PA,193190200,Public,356,1447344,344,1313963,2,34789,76,776831,0,0
331800,CLARION UNIVERSITY OF PENNSYLVANIA,PA,162141232,Public,2156,8781785,2357,8479765,238,3678189,428,5073121,11,83883
332000,EAST STROUDSBURG UNIVERSITY,PA,183012999,Public,2947,12001458,3362,12271035,258,4767654,541,7215626,27,274270
332100,EDINBORO UNIVERSITY OF PENNSYLVANIA,PA,164440001,Public,2935,11404300,3135,11388884,684,11407218,505,5127644,29,324045
332200,KUTZTOWN UNIVERSITY OF PENNSYLVANIA,PA,195309339,Public,4858,19385886,5586,19344144,300,4660971,1166,14259200,3,20292
332300,LOCK HAVEN UNIVERSITY OF PENNSYLVANIA,PA,177452439,Public,2524,10266821,2802,9716442,132,2185842,513,5617539,13,106075
332400,MANSFIELD UNIVERSITY,PA,169331123,Public,1293,5233309,1409,4954263,19,163220,238,2712792,0,0
332500,MILLERSVILLE UNIVERSITY,PA,175511800,Public,3294,13293673,3613,12718436,210,3111172,776,10556728,7,65179
332600,SHIPPENSBURG UNIVERSITY,PA,172572299,Public,3262,12733335,3750,13178393,362,5022767,859,11002983,6,30482
332700,SLIPPERY ROCK UNIVERSITY,PA,160571326,Public,3897,16031074,4448,15811990,448,6667380,930,10610497,31,296348
332800,WEST CHESTER UNIVERSITY OF PENNSYLVANIA,PA,193830001,Public,6412,26303497,7517,28326619,836,12973171,1350,18801818,39,276051
332900,PENNSYLVANIA STATE UNIVERSITY (THE),PA,168021503,Public,31491,131663622,34919,125453891,2539,49734349,7826,136851673,578,10316053
335000,UNIVERSITY OF THE ARTS (THE),PA,191029493,Private-Nonprofit,991,3905830,1096,3215822,74,1235468,388,8499061,33,430100
335100,CAIRN UNIVERSITY,PA,190472942,Private-Nonprofit,439,1784074,438,1527567,49,524701,71,728901,0,0
335200,PHILADELPHIA COLLEGE OF OSTEOPATHIC MEDICINE,PA,191311694,Private-Nonprofit,0,0,0,0,1232,39708921,0,0,831,17754961
335300,UNIVERSITY OF THE SCIENCES IN PHILADELPHIA,PA,191044495,Private-Nonprofit,843,3862833,843,2282665,354,8602437,184,4000074,212,5099383
335600,PITTSBURGH THEOLOGICAL SEMINARY,PA,152062596,Private-Nonprofit,0,0,0,0,34,415723,0,0,0,0
335700,POINT PARK UNIVERSITY,PA,152221912,Private-Nonprofit,1709,6881493,1946,7210682,356,4937853,438,6739897,9,31000
335800,REFORMED PRESBYTERIAN THEOLOGICAL SEMINARY,PA,152082594,Private-Nonprofit,0,0,0,0,8,24893,0,0,0,0
335900,ROBERT MORRIS UNIVERSITY,PA,151081189,Private-Nonprofit,2152,9144818,2403,7992011,234,4080612,688,11394775,33,429584
336000,ROSEMONT COLLEGE - ROSEMONT COLLEGE,PA,190101699,Private-Nonprofit,199,782503,210,769205,111,1310510,54,567503,2,11371
336200,SETON HILL UNIVERSITY,PA,156011599,Private-Nonprofit,856,3608563,957,3029958,152,2161501,148,2377106,61,1118853
336400,SAINT CHARLES BORROMEO SEMINARY,PA,190963016,Private-Nonprofit,9,30623,16,71750,6,23500,0,0,0,0
336600,SAINT FRANCIS UNIVERSITY,PA,159400600,Private-Nonprofit,998,4108293,1084,3403273,291,3895124,151,2770931,84,1453367
336700,SAINT JOSEPH'S UNIVERSITY,PA,191311395,Private-Nonprofit,1587,6844472,1914,7069923,1027,15412052,484,11920053,63,922308
336800,SAINT VINCENT COLLEGE & SEMINARY,PA,156502690,Private-Nonprofit,815,3465480,1006,3567627,60,901925,229,3324702,29,485587
336900,SUSQUEHANNA UNIVERSITY,PA,178701001,Private-Nonprofit,1252,5345717,1439,4486861,0,0,407,6596231,0,0
337000,SWARTHMORE COLLEGE,PA,190811390,Private-Nonprofit,159,566309,230,1017644,0,0,64,1460926,0,0
337100,TEMPLE UNIVERSITY,PA,191226003,Private-Nonprofit,13181,55650958,13697,49431339,3340,82748592,2393,42093847,1314,30450257
337500,THEOLOGICAL SEMINARY REFORMED EPISCOPAL CHURCH,PA,194221257,Private-Nonprofit,0,0,0,0,2,41000,0,0,0,0
337600,THIEL COLLEGE,PA,161252181,Private-Nonprofit,563,2398635,593,1758065,0,0,177,2460847,0,0
337800,UNIVERSITY OF PENNSYLVANIA,PA,191046216,Private-Nonprofit,906,3275774,1400,6645329,2886,72141358,318,7658081,1506,51504169
337900,UNIVERSITY OF PITTSBURGH - PITTSBURGH,PA,152600001,Public,10725,44785189,12112,41797736,3221,70874183,2310,37118597,1148,23189672
338400,UNIVERSITY OF SCRANTON,PA,185104622,Private-Nonprofit,1919,8443855,2205,6950896,471,6714024,525,11280236,51,775709
338500,URSINUS COLLEGE,PA,194261000,Private-Nonprofit,825,3667122,1025,3417919,0,0,293,5016092,0,0
338600,VALLEY FORGE MILITARY COLLEGE,PA,190873695,Private-Nonprofit,27,98189,26,79500,0,0,7,59586,0,0
338800,VILLANOVA UNIVERSITY,PA,190851699,Private-Nonprofit,2348,10421420,2531,7666375,659,10559555,420,10766249,230,4612144
338900,WASHINGTON AND JEFFERSON COLLEGE,PA,153014801,Private-Nonprofit,763,3366821,865,2592894,0,0,213,3905220,0,0
339100,WAYNESBURG UNIVERSITY,PA,153701222,Private-Nonprofit,893,3800790,1001,3496937,138,1371790,252,2946393,2,12100
339200,WESTMINSTER COLLEGE,PA,161720002,Private-Nonprofit,663,2713028,755,2421674,54,316865,176,2220913,0,0
339300,WESTMINSTER THEOLOGICAL SEMINARY,PA,190386073,Private-Nonprofit,0,0,0,0,90,1002019,0,0,0,0
339400,WILKES UNIVERSITY,PA,187660998,Private-Nonprofit,1663,7130515,1718,4863160,410,6170137,346,5574631,26,343590
339500,PENNSYLVANIA COLLEGE OF TECHNOLOGY,PA,177015779,Public,3118,11952704,3371,11413006,0,0,908,14967157,0,0
339600,WILSON COLLEGE,PA,172011285,Private-Nonprofit,393,1540696,428,1785361,16,229534,112,1560898,0,0
339900,YORK COLLEGE OF PENNSYLVANIA,PA,174057199,Private-Nonprofit,2191,8931195,2695,9755557,68,1252864,484,6709425,15,377689
340100,BROWN UNIVERSITY,RI,29129127,Private-Nonprofit,1174,4706922,423,1480244,299,7736540,263,7411682,83,2018292
340200,BRYANT UNIVERSITY,RI,29171284,Private-Nonprofit,0,0,0,0,25,128125,0,0,22,187982
340400,JOHNSON & WALES UNIVERSITY,RI,29033703,Private-Nonprofit,5245,22444036,5610,18666417,260,3489520,2437,36153826,33,575272
340600,PROVIDENCE COLLEGE,RI,29180001,Private-Nonprofit,1620,7410939,1926,6023383,47,637163,269,6756936,0,0
340700,RHODE ISLAND COLLEGE,RI,29081991,Public,2938,10691062,2881,12015056,292,3619795,146,1244935,7,101737
340800,COMMUNITY COLLEGE OF RHODE ISLAND,RI,28861807,Public,708,2095879,741,2913729,0,0,2,12120,0,0
340900,RHODE ISLAND SCHOOL OF DESIGN,RI,29032784,Private-Nonprofit,565,2584637,552,1607187,120,2416590,154,4374873,72,2222591
341000,ROGER WILLIAMS UNIVERSITY,RI,28092921,Private-Nonprofit,1660,7092849,2113,7534974,410,7813049,460,10016424,306,5967203
341100,SALVE REGINA COLLEGE,RI,28404192,Private-Nonprofit,1266,5587556,1394,4062025,125,770623,251,4571149,0,0
341400,UNIVERSITY OF RHODE ISLAND,RI,28810000,Public,4458,18992263,4765,16408115,505,8621193,1409,24621357,158,2182706
341700,ALLEN UNIVERSITY,SC,292041085,Private-Nonprofit,360,1400442,325,1360803,0,0,60,480902,0,0
341800,ANDERSON UNIVERSITY,SC,296214035,Private-Nonprofit,1167,4813891,1412,5794624,166,2067572,228,2928656,0,0
341900,CHARLESTON SOUTHERN UNIVERSITY,SC,294062160,Private-Nonprofit,1523,6132810,1728,7188175,219,2023495,232,2423611,1,4500
342000,BENEDICT COLLEGE,SC,292041086,Private-Nonprofit,1411,5402273,1329,5621799,0,0,432,6253580,0,0
342100,BOB JONES UNIVERSITY,SC,296141000,Private-Nonprofit,762,3228185,609,1704436,11,68995,60,676589,0,0
342200,SOUTHERN WESLEYAN UNIVERSITY,SC,296301020,Private-Nonprofit,439,1738578,512,2180320,37,342083,83,865865,0,0
342300,"CITADEL, THE MILITARY COLLEGE OF SOUTH CAROLINA",SC,294090002,Public,825,3552632,979,3584378,302,3822368,493,10976859,12,147874
342400,CLAFLIN UNIVERSITY,SC,291154498,Private-Nonprofit,1166,4964836,1162,4825311,38,503790,312,3663391,0,0
342500,CLEMSON UNIVERSITY,SC,296340001,Public,5056,21397288,6037,23007291,892,13267385,1424,24851961,60,763900
342600,UNIVERSITY OF SOUTH CAROLINA - SUMTER,SC,291502498,Public,230,790802,223,835558,0,0,5,45232,0,0
342700,COKER COLLEGE,SC,295503797,Private-Nonprofit,648,1226833,746,1382618,9,34491,129,767471,0,0
342800,COLLEGE OF CHARLESTON,SC,294240100,Public,3164,13021159,3628,14625849,210,3212638,1611,28154780,81,509771
342900,COLUMBIA INTERNATIONAL UNIVERSITY,SC,292031599,Private-Nonprofit,243,1024155,231,867316,140,2043009,46,520024,0,0
343000,COLUMBIA COLLEGE OF SOUTH CAROLINA,SC,292035998,Private-Nonprofit,582,2357351,612,2491924,71,956426,128,1015430,0,0
343100,CONVERSE COLLEGE,SC,293021931,Private-Nonprofit,441,1825942,501,1935136,145,2055417,87,1132420,0,0
343200,ERSKINE COLLEGE,SC,296390000,Private-Nonprofit,251,1053330,314,1052644,22,247742,55,606750,0,0
343400,FURMAN UNIVERSITY,SC,296135253,Private-Nonprofit,502,2097699,612,2312564,49,309256,130,3114092,0,0
343500,LANDER UNIVERSITY,SC,296492099,Public,1262,5171744,1311,5200704,8,101424,478,4028704,0,0
343600,LIMESTONE COLLEGE,SC,293403799,Private-Nonprofit,740,2778604,788,2796183,43,629770,249,3220425,0,0
343800,MEDICAL UNIVERSITY OF SOUTH CAROLINA,SC,294250100,Public,185,765867,197,1062393,1171,36767235,13,443838,620,10739704
343900,MORRIS COLLEGE,SC,291503599,Private-Nonprofit,232,972551,219,719891,0,0,59,265118,0,0
344000,NEWBERRY COLLEGE,SC,291082197,Private-Nonprofit,627,2568694,664,2466758,0,0,178,2144091,0,0
344100,NORTH GREENVILLE UNIVERSITY,SC,296881892,Private-Nonprofit,842,3063025,902,2925861,89,322367,193,1659119,0,0
344500,PRESBYTERIAN COLLEGE,SC,293252503,Private-Nonprofit,314,1254318,399,1421410,231,7241356,112,1649300,191,3269418
344600,SOUTH CAROLINA STATE UNIVERSITY,SC,291174427,Public,1208,4990643,1036,4116313,239,4418192,243,3971058,22,262370
344700,SPARTANBURG METHODIST COLLEGE,SC,293015899,Private-Nonprofit,392,1326532,402,1259743,0,0,50,320659,0,0
344800,UNIVERSITY OF SOUTH CAROLINA - COLUMBIA,SC,292083999,Public,8264,34421135,10090,40361776,3971,83380229,1896,31602362,854,14216706
344900,UNIVERSITY OF SOUTH CAROLINA - AIKEN,SC,298016399,Public,1561,6356015,1636,6706135,24,388723,218,2342281,0,0
345000,UNIVERSITY OF SOUTH CAROLINA - BEAUFORT,SC,299094602,Public,1035,4066531,1072,4235360,0,0,175,1792786,0,0
345100,COASTAL CAROLINA UNIVERSITY,SC,295268428,Public,4976,20116640,5669,20008846,186,2818219,1490,26314544,4,12364
345300,UNIVERSITY OF SOUTH CAROLINA - LANCASTER,SC,297210889,Public,366,1258556,349,1357517,0,0,8,71328,0,0
345400,UNIVERSITY OF SOUTH CAROLINA - SALKEHATCHIE,SC,298100617,Public,384,1259605,358,1383511,0,0,14,91687,0,0
345500,VOORHEES COLLEGE,SC,290420000,Private-Nonprofit,338,1380400,306,945285,0,0,31,218330,0,0
